NOM;CODI;DATA;SEXE;GRUP_EDAT;RESIDENCIA;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-09-29;Altres;N/A;--;4;73;3;0;0;58;15;0;0;4;0;0;71;3;83;96
CATALUNYA;GLOBAL;2021-09-29;Dona;0 a 9;No;17;70;338;0;0;2;0;0;1;16;1;12;63;314;0;0
CATALUNYA;GLOBAL;2021-09-29;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-29;Dona;10 a 19;No;8;85;556;0;0;1;0;0;2;6;2;5;80;466;537;2093
CATALUNYA;GLOBAL;2021-09-29;Dona;10 a 19;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-29;Dona;20 a 29;No;9;197;387;0;0;4;0;0;1;8;1;5;139;313;563;756
CATALUNYA;GLOBAL;2021-09-29;Dona;20 a 29;Si;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0
CATALUNYA;GLOBAL;2021-09-29;Dona;30 a 39;No;13;230;391;0;0;6;2;0;1;12;0;4;176;343;424;783
CATALUNYA;GLOBAL;2021-09-29;Dona;30 a 39;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-29;Dona;40 a 49;No;16;271;420;0;0;16;7;0;2;14;2;8;211;368;201;356
CATALUNYA;GLOBAL;2021-09-29;Dona;40 a 49;Si;0;2;2;0;0;1;0;0;0;0;0;0;2;2;0;0
CATALUNYA;GLOBAL;2021-09-29;Dona;50 a 59;No;8;246;265;1;1;18;6;0;0;8;1;5;198;238;80;134
CATALUNYA;GLOBAL;2021-09-29;Dona;50 a 59;Si;0;1;2;0;0;0;0;0;0;0;0;0;1;2;0;0
CATALUNYA;GLOBAL;2021-09-29;Dona;60 a 69;No;13;133;201;0;0;35;12;0;1;12;1;7;120;180;50;106
CATALUNYA;GLOBAL;2021-09-29;Dona;60 a 69;Si;0;2;4;0;0;0;0;0;0;0;0;0;1;4;0;1
CATALUNYA;GLOBAL;2021-09-29;Dona;70 a 79;No;7;119;111;1;0;18;3;0;0;7;1;5;108;97;18;20
CATALUNYA;GLOBAL;2021-09-29;Dona;70 a 79;Si;0;8;3;0;0;1;0;0;0;0;0;0;5;1;0;4
CATALUNYA;GLOBAL;2021-09-29;Dona;80 o més;No;3;116;63;0;0;20;1;0;1;2;1;1;104;61;17;26
CATALUNYA;GLOBAL;2021-09-29;Dona;80 o més;Si;1;25;15;0;0;7;0;0;0;1;0;1;19;12;3;10
CATALUNYA;GLOBAL;2021-09-29;Home;0 a 9;No;7;82;369;0;0;0;0;0;1;6;1;2;73;344;0;0
CATALUNYA;GLOBAL;2021-09-29;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-29;Home;10 a 19;No;11;77;656;0;0;4;0;0;1;10;0;7;66;562;624;2175
CATALUNYA;GLOBAL;2021-09-29;Home;10 a 19;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2
CATALUNYA;GLOBAL;2021-09-29;Home;20 a 29;No;2;85;285;0;0;3;1;0;0;2;0;0;73;242;717;884
CATALUNYA;GLOBAL;2021-09-29;Home;20 a 29;Si;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0
CATALUNYA;GLOBAL;2021-09-29;Home;30 a 39;No;14;83;270;0;0;12;6;0;3;11;2;11;71;235;420;775
CATALUNYA;GLOBAL;2021-09-29;Home;30 a 39;Si;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;2
CATALUNYA;GLOBAL;2021-09-29;Home;40 a 49;No;9;124;293;0;0;25;8;0;1;8;1;6;104;253;233;377
CATALUNYA;GLOBAL;2021-09-29;Home;40 a 49;Si;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2021-09-29;Home;50 a 59;No;8;139;165;0;0;31;17;0;0;8;0;8;121;149;114;138
CATALUNYA;GLOBAL;2021-09-29;Home;50 a 59;Si;0;0;5;0;0;3;0;0;0;0;0;0;0;5;0;0
CATALUNYA;GLOBAL;2021-09-29;Home;60 a 69;No;5;106;121;0;2;50;27;0;0;5;0;4;84;100;49;90
CATALUNYA;GLOBAL;2021-09-29;Home;60 a 69;Si;0;5;1;0;0;0;0;0;0;0;0;0;2;1;1;0
CATALUNYA;GLOBAL;2021-09-29;Home;70 a 79;No;8;155;94;0;2;58;25;0;3;5;3;3;143;88;16;17
CATALUNYA;GLOBAL;2021-09-29;Home;70 a 79;Si;0;9;2;0;1;3;1;0;0;0;0;0;7;1;0;0
CATALUNYA;GLOBAL;2021-09-29;Home;80 o més;No;0;105;53;0;0;40;0;0;0;0;0;0;93;48;3;8
CATALUNYA;GLOBAL;2021-09-29;Home;80 o més;Si;0;14;2;0;0;5;0;0;0;0;0;0;10;1;0;1
CATALUNYA;GLOBAL;2021-09-28;Altres;N/A;--;11;1208;1;1;0;56;14;0;9;2;8;0;1199;1;99;105
CATALUNYA;GLOBAL;2021-09-28;Dona;0 a 9;No;50;792;793;1;0;2;0;0;44;6;46;6;737;724;0;0
CATALUNYA;GLOBAL;2021-09-28;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-28;Dona;10 a 19;No;40;728;1293;0;0;1;0;0;31;9;31;9;636;1096;454;1442
CATALUNYA;GLOBAL;2021-09-28;Dona;10 a 19;Si;0;2;2;0;0;0;0;0;0;0;0;0;2;2;1;0
CATALUNYA;GLOBAL;2021-09-28;Dona;20 a 29;No;11;1218;726;1;0;6;0;0;4;7;5;6;907;580;576;587
CATALUNYA;GLOBAL;2021-09-28;Dona;20 a 29;Si;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-28;Dona;30 a 39;No;32;1557;735;2;1;7;2;0;12;20;17;25;1218;645;347;581
CATALUNYA;GLOBAL;2021-09-28;Dona;30 a 39;Si;0;8;0;0;0;0;0;0;0;0;0;0;4;0;0;0
CATALUNYA;GLOBAL;2021-09-28;Dona;40 a 49;No;28;2023;766;3;0;18;7;0;15;13;23;15;1569;673;188;231
CATALUNYA;GLOBAL;2021-09-28;Dona;40 a 49;Si;0;27;0;0;0;1;0;0;0;0;0;0;17;0;0;0
CATALUNYA;GLOBAL;2021-09-28;Dona;50 a 59;No;23;1837;491;4;0;21;6;0;8;15;10;14;1441;427;100;100
CATALUNYA;GLOBAL;2021-09-28;Dona;50 a 59;Si;0;32;2;0;0;0;0;0;0;0;0;0;21;2;0;1
CATALUNYA;GLOBAL;2021-09-28;Dona;60 a 69;No;15;968;326;1;0;39;14;0;7;8;12;7;786;290;56;112
CATALUNYA;GLOBAL;2021-09-28;Dona;60 a 69;Si;0;21;3;0;0;0;0;0;0;0;0;0;12;2;0;0
CATALUNYA;GLOBAL;2021-09-28;Dona;70 a 79;No;5;675;190;3;0;23;4;0;2;3;6;4;599;172;13;19
CATALUNYA;GLOBAL;2021-09-28;Dona;70 a 79;Si;0;68;1;0;0;3;0;0;0;0;0;0;37;0;0;2
CATALUNYA;GLOBAL;2021-09-28;Dona;80 o més;No;4;596;118;3;0;19;0;1;3;1;3;2;538;110;10;10
CATALUNYA;GLOBAL;2021-09-28;Dona;80 o més;Si;4;359;27;1;0;6;0;0;3;1;3;1;226;16;2;8
CATALUNYA;GLOBAL;2021-09-28;Home;0 a 9;No;55;819;910;0;0;1;0;0;45;10;47;14;761;841;0;0
CATALUNYA;GLOBAL;2021-09-28;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-28;Home;10 a 19;No;35;691;1361;0;0;3;0;0;28;7;27;8;616;1146;483;1633
CATALUNYA;GLOBAL;2021-09-28;Home;10 a 19;Si;0;6;2;0;0;0;0;0;0;0;0;0;5;2;0;1
CATALUNYA;GLOBAL;2021-09-28;Home;20 a 29;No;16;538;586;0;0;3;1;0;5;11;6;9;422;483;717;690
CATALUNYA;GLOBAL;2021-09-28;Home;20 a 29;Si;0;3;1;0;0;0;0;0;0;0;0;0;2;1;5;0
CATALUNYA;GLOBAL;2021-09-28;Home;30 a 39;No;16;671;528;0;0;12;6;0;5;11;6;13;535;453;341;585
CATALUNYA;GLOBAL;2021-09-28;Home;30 a 39;Si;0;4;1;0;0;0;0;0;0;0;0;0;3;1;0;2
CATALUNYA;GLOBAL;2021-09-28;Home;40 a 49;No;27;833;560;1;0;25;8;0;15;12;19;17;691;510;201;301
CATALUNYA;GLOBAL;2021-09-28;Home;40 a 49;Si;0;7;1;0;0;0;0;0;0;0;0;0;7;1;0;0
CATALUNYA;GLOBAL;2021-09-28;Home;50 a 59;No;12;819;315;0;1;31;18;0;5;7;9;6;682;277;102;109
CATALUNYA;GLOBAL;2021-09-28;Home;50 a 59;Si;0;12;0;0;0;3;0;0;0;0;0;0;7;0;0;1
CATALUNYA;GLOBAL;2021-09-28;Home;60 a 69;No;15;713;210;3;2;53;27;0;8;7;9;9;636;175;33;110
CATALUNYA;GLOBAL;2021-09-28;Home;60 a 69;Si;0;21;2;0;0;0;0;0;0;0;0;0;10;2;1;0
CATALUNYA;GLOBAL;2021-09-28;Home;70 a 79;No;11;733;141;4;1;60;24;0;8;3;9;3;636;130;6;19
CATALUNYA;GLOBAL;2021-09-28;Home;70 a 79;Si;0;33;3;1;0;4;2;0;0;0;0;0;23;2;0;0
CATALUNYA;GLOBAL;2021-09-28;Home;80 o més;No;4;525;81;6;1;41;1;0;4;0;5;0;470;71;2;4
CATALUNYA;GLOBAL;2021-09-28;Home;80 o més;Si;1;105;8;1;0;4;0;0;1;0;1;0;69;5;0;0
CATALUNYA;GLOBAL;2021-09-27;Altres;N/A;--;14;1241;2;0;0;62;17;0;9;5;7;0;1232;2;76;99
CATALUNYA;GLOBAL;2021-09-27;Dona;0 a 9;No;42;665;1065;0;0;1;0;0;32;10;37;16;617;970;1;0
CATALUNYA;GLOBAL;2021-09-27;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-27;Dona;10 a 19;No;28;536;1378;0;0;1;0;0;17;11;17;12;457;1183;491;1454
CATALUNYA;GLOBAL;2021-09-27;Dona;10 a 19;Si;0;2;3;0;0;0;0;0;0;0;0;0;2;2;0;3
CATALUNYA;GLOBAL;2021-09-27;Dona;20 a 29;No;23;817;915;2;0;8;0;0;10;13;13;13;626;749;748;562
CATALUNYA;GLOBAL;2021-09-27;Dona;20 a 29;Si;0;4;1;0;0;1;0;0;0;0;0;0;3;1;1;0
CATALUNYA;GLOBAL;2021-09-27;Dona;30 a 39;No;34;1019;1042;1;0;9;2;0;11;23;17;20;818;895;574;629
CATALUNYA;GLOBAL;2021-09-27;Dona;30 a 39;Si;0;7;3;0;0;0;0;0;0;0;0;0;4;3;1;1
CATALUNYA;GLOBAL;2021-09-27;Dona;40 a 49;No;45;1252;1009;2;1;17;7;0;21;24;21;27;1022;879;153;262
CATALUNYA;GLOBAL;2021-09-27;Dona;40 a 49;Si;0;22;5;0;0;1;0;0;0;0;0;0;16;4;0;0
CATALUNYA;GLOBAL;2021-09-27;Dona;50 a 59;No;27;1216;653;2;0;20;6;0;15;12;15;12;981;563;74;81
CATALUNYA;GLOBAL;2021-09-27;Dona;50 a 59;Si;0;22;3;0;0;0;0;0;0;0;0;0;16;3;0;0
CATALUNYA;GLOBAL;2021-09-27;Dona;60 a 69;No;26;849;396;5;0;40;17;0;12;14;13;14;739;355;63;69
CATALUNYA;GLOBAL;2021-09-27;Dona;60 a 69;Si;0;28;13;0;0;0;0;0;0;0;0;0;22;11;0;0
CATALUNYA;GLOBAL;2021-09-27;Dona;70 a 79;No;21;732;232;1;0;23;5;0;11;10;9;9;669;211;9;18
CATALUNYA;GLOBAL;2021-09-27;Dona;70 a 79;Si;3;62;7;1;0;2;0;0;2;1;3;1;41;5;0;0
CATALUNYA;GLOBAL;2021-09-27;Dona;80 o més;No;8;647;179;1;0;23;0;1;4;4;4;3;586;168;3;11
CATALUNYA;GLOBAL;2021-09-27;Dona;80 o més;Si;8;387;86;2;0;11;0;2;5;3;5;3;237;73;1;1
CATALUNYA;GLOBAL;2021-09-27;Home;0 a 9;No;57;730;1219;0;0;1;0;0;35;22;44;20;689;1111;0;1
CATALUNYA;GLOBAL;2021-09-27;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CATALUNYA;GLOBAL;2021-09-27;Home;10 a 19;No;42;523;1491;2;0;2;0;0;25;17;29;18;455;1286;480;1582
CATALUNYA;GLOBAL;2021-09-27;Home;10 a 19;Si;0;0;4;0;0;0;0;0;0;0;0;0;0;3;3;4
CATALUNYA;GLOBAL;2021-09-27;Home;20 a 29;No;17;414;636;0;0;4;1;0;8;9;6;10;339;517;870;688
CATALUNYA;GLOBAL;2021-09-27;Home;20 a 29;Si;0;3;1;0;0;0;0;0;0;0;0;0;2;0;0;1
CATALUNYA;GLOBAL;2021-09-27;Home;30 a 39;No;29;527;678;0;0;14;6;0;9;20;12;17;458;586;621;666
CATALUNYA;GLOBAL;2021-09-27;Home;30 a 39;Si;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0
CATALUNYA;GLOBAL;2021-09-27;Home;40 a 49;No;25;760;686;2;0;25;8;0;11;14;16;15;656;614;187;290
CATALUNYA;GLOBAL;2021-09-27;Home;40 a 49;Si;0;20;3;0;0;0;0;0;0;0;0;0;13;2;0;0
CATALUNYA;GLOBAL;2021-09-27;Home;50 a 59;No;23;755;394;4;0;28;18;0;11;12;15;16;652;353;99;114
CATALUNYA;GLOBAL;2021-09-27;Home;50 a 59;Si;0;15;2;0;0;3;0;0;0;0;0;0;9;2;1;1
CATALUNYA;GLOBAL;2021-09-27;Home;60 a 69;No;14;816;260;3;1;56;29;0;7;7;6;8;691;219;37;64
CATALUNYA;GLOBAL;2021-09-27;Home;60 a 69;Si;0;31;13;1;0;0;0;0;0;0;0;0;19;10;0;0
CATALUNYA;GLOBAL;2021-09-27;Home;70 a 79;No;13;750;190;9;2;62;26;0;8;5;9;4;663;171;9;19
CATALUNYA;GLOBAL;2021-09-27;Home;70 a 79;Si;1;41;8;1;0;4;1;0;1;0;1;0;28;7;1;0
CATALUNYA;GLOBAL;2021-09-27;Home;80 o més;No;13;556;109;9;1;42;4;0;7;6;7;6;500;97;1;3
CATALUNYA;GLOBAL;2021-09-27;Home;80 o més;Si;0;116;28;0;0;4;0;0;0;0;0;0;76;21;0;0
CATALUNYA;GLOBAL;2021-09-26;Altres;N/A;--;5;328;0;1;0;65;17;0;2;3;0;0;325;0;13;18
CATALUNYA;GLOBAL;2021-09-26;Dona;0 a 9;No;9;102;245;1;0;3;0;0;4;5;3;4;92;224;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;10 a 19;No;11;87;337;0;0;2;0;0;0;11;1;10;77;297;86;367
CATALUNYA;GLOBAL;2021-09-26;Dona;10 a 19;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;20 a 29;No;6;170;225;0;0;6;1;0;2;4;2;4;126;189;95;113
CATALUNYA;GLOBAL;2021-09-26;Dona;20 a 29;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;30 a 39;No;15;210;231;0;1;10;3;0;6;9;4;7;174;192;62;110
CATALUNYA;GLOBAL;2021-09-26;Dona;30 a 39;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;40 a 49;No;14;213;237;0;1;16;8;0;2;12;4;12;175;205;21;31
CATALUNYA;GLOBAL;2021-09-26;Dona;40 a 49;Si;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;50 a 59;No;8;217;138;1;1;19;6;0;0;8;0;8;188;119;8;15
CATALUNYA;GLOBAL;2021-09-26;Dona;50 a 59;Si;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;60 a 69;No;6;191;92;3;1;40;17;0;3;3;1;3;164;89;3;8
CATALUNYA;GLOBAL;2021-09-26;Dona;60 a 69;Si;0;3;2;0;0;0;0;0;0;0;0;0;3;1;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;70 a 79;No;4;258;61;1;0;23;6;0;1;3;2;3;243;55;2;2
CATALUNYA;GLOBAL;2021-09-26;Dona;70 a 79;Si;0;19;4;1;0;2;0;0;0;0;0;0;14;3;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;80 o més;No;1;293;50;1;0;26;0;0;1;0;1;0;264;45;0;1
CATALUNYA;GLOBAL;2021-09-26;Dona;80 o més;Si;3;85;16;3;0;10;0;1;2;1;2;1;53;12;0;1
CATALUNYA;GLOBAL;2021-09-26;Home;0 a 9;No;9;147;289;1;0;1;0;0;3;6;1;6;129;272;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;10 a 19;No;14;99;287;1;0;3;0;0;6;8;5;7;85;253;77;396
CATALUNYA;GLOBAL;2021-09-26;Home;10 a 19;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
CATALUNYA;GLOBAL;2021-09-26;Home;20 a 29;No;3;101;163;0;0;4;1;0;1;2;1;2;78;137;105;105
CATALUNYA;GLOBAL;2021-09-26;Home;20 a 29;Si;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1
CATALUNYA;GLOBAL;2021-09-26;Home;30 a 39;No;6;131;141;0;0;16;6;0;2;4;2;4;114;118;82;125
CATALUNYA;GLOBAL;2021-09-26;Home;30 a 39;Si;0;2;2;0;0;0;0;0;0;0;0;0;2;1;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;40 a 49;No;10;187;140;1;0;28;9;0;2;8;1;5;164;127;21;49
CATALUNYA;GLOBAL;2021-09-26;Home;40 a 49;Si;0;4;1;0;0;0;0;0;0;0;0;0;3;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;50 a 59;No;6;210;105;1;1;31;18;0;3;3;1;3;178;95;10;12
CATALUNYA;GLOBAL;2021-09-26;Home;50 a 59;Si;0;2;3;0;0;3;0;0;0;0;0;0;1;2;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;60 a 69;No;4;239;64;2;1;66;30;0;0;4;1;3;209;57;2;7
CATALUNYA;GLOBAL;2021-09-26;Home;60 a 69;Si;0;5;2;0;0;0;0;0;0;0;0;0;4;2;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;70 a 79;No;6;239;41;1;0;63;26;0;3;3;2;3;216;38;2;2
CATALUNYA;GLOBAL;2021-09-26;Home;70 a 79;Si;0;8;3;0;0;3;1;0;0;0;0;0;5;3;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;80 o més;No;5;220;37;3;0;40;4;0;4;1;4;1;198;33;0;1
CATALUNYA;GLOBAL;2021-09-26;Home;80 o més;Si;1;24;7;0;0;5;0;1;0;1;0;1;14;5;0;0
CATALUNYA;GLOBAL;2021-09-25;Altres;N/A;--;6;1275;1;1;0;64;17;0;4;2;4;0;1268;1;18;18
CATALUNYA;GLOBAL;2021-09-25;Dona;0 a 9;No;20;174;285;0;0;2;0;0;8;12;6;10;163;262;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;10 a 19;No;8;178;300;0;0;2;0;0;4;4;3;4;157;261;160;599
CATALUNYA;GLOBAL;2021-09-25;Dona;10 a 19;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;20 a 29;No;10;381;274;1;0;7;1;0;3;7;2;8;276;224;140;182
CATALUNYA;GLOBAL;2021-09-25;Dona;20 a 29;Si;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;30 a 39;No;13;452;272;4;0;11;2;0;5;8;3;8;353;238;131;192
CATALUNYA;GLOBAL;2021-09-25;Dona;30 a 39;Si;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;40 a 49;No;13;503;259;1;0;17;7;0;3;10;4;11;382;229;25;71
CATALUNYA;GLOBAL;2021-09-25;Dona;40 a 49;Si;0;9;1;0;0;1;0;0;0;0;0;0;3;1;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;50 a 59;No;9;489;175;4;0;17;5;0;1;8;3;9;391;155;20;27
CATALUNYA;GLOBAL;2021-09-25;Dona;50 a 59;Si;0;10;2;0;0;0;0;0;0;0;0;0;7;2;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;60 a 69;No;5;356;112;0;1;40;16;0;0;5;1;5;302;99;7;9
CATALUNYA;GLOBAL;2021-09-25;Dona;60 a 69;Si;0;9;1;0;0;0;0;0;0;0;0;0;5;1;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;70 a 79;No;5;345;81;1;0;21;6;0;0;5;0;5;319;72;5;4
CATALUNYA;GLOBAL;2021-09-25;Dona;70 a 79;Si;0;18;3;0;0;2;0;0;0;0;0;0;10;1;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;80 o més;No;0;310;41;2;0;26;0;0;0;0;0;0;285;38;2;1
CATALUNYA;GLOBAL;2021-09-25;Dona;80 o més;Si;1;142;12;3;0;8;0;1;1;0;1;0;96;5;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;0 a 9;No;20;196;305;1;0;0;0;0;9;11;8;12;186;281;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;0 a 9;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;10 a 19;No;8;169;285;1;0;3;0;0;6;2;5;3;143;247;135;578
CATALUNYA;GLOBAL;2021-09-25;Home;10 a 19;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0
CATALUNYA;GLOBAL;2021-09-25;Home;20 a 29;No;6;217;207;0;0;4;1;0;2;4;3;4;172;166;197;195
CATALUNYA;GLOBAL;2021-09-25;Home;20 a 29;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;30 a 39;No;9;236;189;0;0;16;6;0;4;5;4;5;202;165;152;193
CATALUNYA;GLOBAL;2021-09-25;Home;30 a 39;Si;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;40 a 49;No;12;370;189;0;0;27;9;0;4;8;6;8;326;166;64;107
CATALUNYA;GLOBAL;2021-09-25;Home;40 a 49;Si;0;10;2;0;0;0;0;0;0;0;0;0;7;2;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;50 a 59;No;11;377;119;2;0;30;17;0;3;8;4;8;331;108;24;37
CATALUNYA;GLOBAL;2021-09-25;Home;50 a 59;Si;0;13;1;0;0;3;0;0;0;0;0;0;8;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;60 a 69;No;13;344;87;4;1;64;29;0;8;5;7;5;295;75;7;14
CATALUNYA;GLOBAL;2021-09-25;Home;60 a 69;Si;0;11;1;0;0;0;0;0;0;0;0;0;4;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;70 a 79;No;3;315;64;1;1;62;26;1;2;1;2;1;274;59;3;5
CATALUNYA;GLOBAL;2021-09-25;Home;70 a 79;Si;0;13;4;0;0;3;1;0;0;0;0;0;7;3;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;80 o més;No;4;289;46;2;1;40;4;1;3;1;3;1;260;43;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;80 o més;Si;0;50;9;0;0;5;0;0;0;0;0;0;32;6;0;0
CATALUNYA;GLOBAL;2021-09-24;Altres;N/A;--;7;1201;2;3;2;66;20;0;5;2;3;0;1189;2;84;103
CATALUNYA;GLOBAL;2021-09-24;Dona;0 a 9;No;61;370;729;0;0;2;0;0;35;26;34;26;345;677;0;0
CATALUNYA;GLOBAL;2021-09-24;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-24;Dona;10 a 19;No;16;387;607;1;0;2;0;0;8;8;9;9;340;506;836;2603
CATALUNYA;GLOBAL;2021-09-24;Dona;10 a 19;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
CATALUNYA;GLOBAL;2021-09-24;Dona;20 a 29;No;11;785;494;0;0;8;1;0;4;7;6;7;601;388;594;708
CATALUNYA;GLOBAL;2021-09-24;Dona;20 a 29;Si;0;3;3;0;0;0;0;0;0;0;0;0;1;3;0;0
CATALUNYA;GLOBAL;2021-09-24;Dona;30 a 39;No;31;952;505;3;0;11;2;0;16;15;19;16;753;419;631;862
CATALUNYA;GLOBAL;2021-09-24;Dona;30 a 39;Si;0;5;2;0;0;0;0;0;0;0;0;0;4;1;1;1
CATALUNYA;GLOBAL;2021-09-24;Dona;40 a 49;No;33;1086;536;0;0;18;7;0;20;13;18;13;831;465;261;392
CATALUNYA;GLOBAL;2021-09-24;Dona;40 a 49;Si;0;8;3;0;0;1;0;0;0;0;0;0;6;2;0;0
CATALUNYA;GLOBAL;2021-09-24;Dona;50 a 59;No;18;1107;386;2;0;16;6;0;9;9;10;9;888;317;127;165
CATALUNYA;GLOBAL;2021-09-24;Dona;50 a 59;Si;0;10;4;0;0;0;0;0;0;0;0;0;4;2;0;0
CATALUNYA;GLOBAL;2021-09-24;Dona;60 a 69;No;12;586;248;0;1;42;17;1;5;7;8;7;498;212;61;122
CATALUNYA;GLOBAL;2021-09-24;Dona;60 a 69;Si;0;15;4;0;0;0;0;0;0;0;0;0;9;2;0;2
CATALUNYA;GLOBAL;2021-09-24;Dona;70 a 79;No;9;510;143;1;0;23;6;0;3;6;4;6;470;128;10;28
CATALUNYA;GLOBAL;2021-09-24;Dona;70 a 79;Si;0;46;8;0;0;2;0;0;0;0;0;0;27;5;0;3
CATALUNYA;GLOBAL;2021-09-24;Dona;80 o més;No;15;464;95;1;0;27;0;0;10;5;11;5;426;89;10;20
CATALUNYA;GLOBAL;2021-09-24;Dona;80 o més;Si;7;343;48;1;0;10;0;0;7;0;7;0;212;24;8;9
CATALUNYA;GLOBAL;2021-09-24;Home;0 a 9;No;49;394;772;0;0;0;0;0;33;16;30;15;363;694;0;1
CATALUNYA;GLOBAL;2021-09-24;Home;0 a 9;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
CATALUNYA;GLOBAL;2021-09-24;Home;10 a 19;No;14;371;597;0;0;3;0;0;7;7;8;7;325;514;834;2674
CATALUNYA;GLOBAL;2021-09-24;Home;10 a 19;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;5
